sensor_id,timestamp,equipment_id,temperature_c,vibration_mms,current_a,pressure_bar
S-004104,2024-02-03 10:00,EQ-A04,39.0,1.9,11.0,5.13
S-004105,2024-02-03 10:00,EQ-B01,34.0,1.41,12.8,5.72
S-004106,2024-02-03 10:00,EQ-B02,40.3,1.41,15.6,5.56
S-004107,2024-02-03 10:00,EQ-B03,38.4,1.34,14.3,5.25
S-004108,2024-02-03 10:00,EQ-B04,35.1,0.85,11.2,5.37
S-004109,2024-02-03 10:00,EQ-C01,37.9,1.86,13.6,4.76
S-004110,2024-02-03 10:00,EQ-C02,41.9,2.21,14.3,5.11
S-004111,2024-02-03 10:00,EQ-C03,36.2,1.87,13.7,5.18
S-004112,2024-02-03 12:00,EQ-A01,43.9,2.41,16.0,5.09
S-004113,2024-02-03 12:00,EQ-A02,41.0,2.09,14.6,4.82
S-004114,2024-02-03 12:00,EQ-A03,44.2,3.38,15.6,4.55
S-004115,2024-02-03 12:00,EQ-B02,37.8,1.62,12.5,5.35
S-004116,2024-02-03 12:00,EQ-B03,37.7,1.7,15.9,5.48
S-004117,2024-02-03 12:00,EQ-B04,35.9,1.3,11.4,5.41
S-004118,2024-02-03 12:00,EQ-C01,37.5,1.99,13.8,5.27
S-004119,2024-02-03 12:00,EQ-C02,37.7,1.82,15.4,5.19
S-004120,2024-02-03 12:00,EQ-C03,39.1,1.43,12.3,5.11
S-004121,2024-02-03 12:00,EQ-C04,38.8,1.79,12.1,5.11
S-004122,2024-02-03 14:00,EQ-A01,40.6,2.34,14.6,4.99
S-004123,2024-02-03 14:00,EQ-A02,42.2,2.51,14.2,5.18
S-004124,2024-02-03 14:00,EQ-A03,43.1,2.76,15.3,4.31
S-004125,2024-02-03 14:00,EQ-A04,41.4,1.99,11.1,4.88
S-004126,2024-02-03 14:00,EQ-B01,34.7,1.51,13.9,5.41
S-004127,2024-02-03 14:00,EQ-B02,35.7,1.2,13.7,5.78
S-004128,2024-02-03 14:00,EQ-B03,36.4,1.66,14.5,5.14
S-004129,2024-02-03 14:00,EQ-B04,33.6,1.13,9.8,5.56
S-004130,2024-02-03 14:00,EQ-C01,43.1,1.77,13.0,5.54
S-004131,2024-02-03 14:00,EQ-C02,40.2,2.09,13.5,5.23
S-004132,2024-02-03 14:00,EQ-C03,37.2,1.31,15.5,5.08
S-004133,2024-02-03 14:00,EQ-C04,38.9,1.61,12.5,5.25
S-004134,2024-02-03 16:00,EQ-A01,40.6,2.71,15.3,4.96
S-004135,2024-02-03 16:00,EQ-A02,43.8,2.68,16.0,5.09
S-004136,2024-02-03 16:00,EQ-A03,42.1,2.98,15.3,4.55
S-004137,2024-02-03 16:00,EQ-A04,41.1,2.0,11.7,4.97
S-004138,2024-02-03 16:00,EQ-B01,35.4,1.99,14.4,5.6
S-004139,2024-02-03 16:00,EQ-B02,37.7,1.66,13.7,5.3
S-004140,2024-02-03 16:00,EQ-B03,,1.57,13.7,5.4
S-004141,2024-02-03 16:00,EQ-B04,38.4,1.62,9.9,5.71
S-004142,2024-02-03 16:00,EQ-C01,,1.75,14.5,4.88
S-004143,2024-02-03 16:00,EQ-C02,41.7,1.73,14.3,5.16
S-004144,2024-02-03 16:00,EQ-C03,38.6,1.94,15.5,5.17
S-004145,2024-02-03 16:00,EQ-C04,38.3,1.42,13.0,5.3
S-004146,2024-02-03 18:00,EQ-A01,42.4,2.4,15.2,5.03
S-004147,2024-02-03 18:00,EQ-A02,41.8,2.51,15.2,4.82
S-004148,2024-02-03 18:00,EQ-A03,44.7,3.22,14.5,4.89
S-004149,2024-02-03 18:00,EQ-A04,41.3,1.84,10.4,4.86
S-004150,2024-02-03 18:00,EQ-B01,,1.32,14.6,5.14
S-004151,2024-02-03 18:00,EQ-B02,36.3,1.08,12.1,5.59
S-004152,2024-02-03 18:00,EQ-B03,39.0,1.32,15.0,5.37
S-004153,2024-02-03 18:00,EQ-B04,37.6,1.45,10.7,5.54
S-004154,2024-02-03 18:00,EQ-C01,40.9,1.53,13.7,5.04
S-004155,2024-02-03 18:00,EQ-C02,42.7,2.58,14.2,5.39
S-004156,2024-02-03 18:00,EQ-C03,40.2,1.2,14.7,4.96
S-004157,2024-02-03 18:00,EQ-C04,41.6,1.65,13.2,5.31
S-004158,2024-02-03 20:00,EQ-A01,43.3,2.22,14.4,4.86
S-004159,2024-02-03 20:00,EQ-A02,41.5,2.93,14.6,5.27
S-004160,2024-02-03 20:00,EQ-A04,40.5,1.7,12.0,5.31
S-004161,2024-02-03 20:00,EQ-B01,36.2,0.58,13.9,5.57
S-004162,2024-02-03 20:00,EQ-B02,,1.95,15.1,4.83
S-004163,2024-02-03 20:00,EQ-B03,34.6,2.05,15.2,
S-004164,2024-02-03 20:00,EQ-B04,34.3,1.4,9.7,5.65
S-004165,2024-02-03 20:00,EQ-C01,40.1,2.34,13.9,4.98
S-004166,2024-02-03 20:00,EQ-C02,38.6,6.93,14.4,4.98
S-004167,2024-02-03 20:00,EQ-C04,38.8,1.51,10.5,5.27
S-004168,2024-02-03 22:00,EQ-A01,41.9,6.7,14.9,4.95
S-004169,2024-02-03 22:00,EQ-A02,42.5,2.67,14.9,4.88
S-004170,2024-02-03 22:00,EQ-A03,45.7,3.61,15.0,4.27
S-004171,2024-02-03 22:00,EQ-A04,42.1,1.37,12.3,5.0
S-004172,2024-02-03 22:00,EQ-B01,35.6,,14.0,5.47
S-004173,2024-02-03 22:00,EQ-B02,41.5,1.38,15.2,5.36
S-004174,2024-02-03 22:00,EQ-B03,38.2,1.66,14.0,5.5
S-004175,2024-02-03 22:00,EQ-B04,37.8,0.78,10.6,5.71
S-004176,2024-02-03 22:00,EQ-C01,38.6,1.8,14.8,5.16
S-004177,2024-02-03 22:00,EQ-C02,42.4,,15.1,4.83
S-004178,2024-02-03 22:00,EQ-C03,37.9,1.63,13.8,5.17
S-004179,2024-02-03 22:00,EQ-C04,40.8,1.32,13.2,5.29
S-004180,2024-02-05 00:00,EQ-A01,44.3,2.89,15.3,4.81
S-004181,2024-02-05 00:00,EQ-A02,44.4,2.51,13.7,5.24
S-004182,2024-02-05 00:00,EQ-A03,42.9,2.85,16.7,5.16
S-004183,2024-02-05 00:00,EQ-A04,42.3,1.99,11.4,5.36
S-004184,2024-02-05 00:00,EQ-B01,39.3,1.39,14.0,5.69
S-004185,2024-02-05 00:00,EQ-B02,36.8,0.9,14.0,5.34
S-004186,2024-02-05 00:00,EQ-B03,39.1,0.41,14.9,5.0
S-004187,2024-02-05 00:00,EQ-B04,35.8,0.86,12.6,5.62
S-004188,2024-02-05 00:00,EQ-C01,42.3,1.99,13.7,4.95
S-004189,2024-02-05 00:00,EQ-C02,45.2,1.58,13.6,5.0
S-004190,2024-02-05 00:00,EQ-C03,39.8,1.39,13.5,4.91
S-004191,2024-02-05 00:00,EQ-C04,39.5,1.08,12.3,5.41
S-004192,2024-02-05 02:00,EQ-A01,43.1,2.15,15.8,4.99
S-004193,2024-02-05 02:00,EQ-A02,45.5,2.55,12.9,
S-004194,2024-02-05 02:00,EQ-A03,43.1,3.5,18.1,4.58
S-004195,2024-02-05 02:00,EQ-A04,40.5,1.7,12.3,5.15
S-004196,2024-02-05 02:00,EQ-B01,36.9,1.42,12.7,5.13
S-004197,2024-02-05 02:00,EQ-B02,36.2,1.33,13.0,5.7
S-004198,2024-02-05 02:00,EQ-B03,38.9,1.56,14.1,5.43
S-004199,2024-02-05 02:00,EQ-B04,37.8,1.74,12.6,5.61
S-004200,2024-02-05 02:00,EQ-C01,40.1,1.62,11.9,5.13
S-004201,2024-02-05 02:00,EQ-C02,41.7,1.83,15.3,4.95
S-004202,2024-02-05 02:00,EQ-C03,39.2,1.29,14.9,5.08
S-004203,2024-02-05 02:00,EQ-C04,42.6,1.42,12.7,5.09
S-004204,2024-02-05 04:00,EQ-A01,44.1,2.97,15.2,5.03
S-004205,2024-02-05 04:00,EQ-A02,41.1,2.16,15.1,5.0
S-004206,2024-02-05 04:00,EQ-A03,43.3,3.04,17.1,4.7
S-004207,2024-02-05 04:00,EQ-A04,43.4,2.14,11.4,5.14
S-004208,2024-02-05 04:00,EQ-B01,39.0,1.43,13.1,5.55
S-004209,2024-02-05 04:00,EQ-B02,36.4,1.24,14.7,5.27
S-004210,2024-02-05 04:00,EQ-B03,38.3,1.11,12.3,5.45
S-004211,2024-02-05 04:00,EQ-B04,37.3,0.82,11.7,5.02
S-004212,2024-02-05 04:00,EQ-C01,42.9,2.22,13.8,5.25
S-004213,2024-02-05 04:00,EQ-C02,40.8,2.31,14.8,5.21
S-004214,2024-02-05 04:00,EQ-C03,40.4,2.04,15.1,5.34
S-004215,2024-02-05 04:00,EQ-C04,38.9,1.86,11.1,5.36
S-004216,2024-02-05 06:00,EQ-A01,42.5,2.15,14.6,4.68
S-004217,2024-02-05 06:00,EQ-A02,40.3,,14.0,5.1
S-004218,2024-02-05 06:00,EQ-A03,45.1,3.45,16.5,4.78
S-004219,2024-02-05 06:00,EQ-B01,36.3,1.23,12.6,5.75
S-004220,2024-02-05 06:00,EQ-B02,35.6,1.22,12.9,5.41
S-004221,2024-02-05 06:00,EQ-B03,40.7,0.88,15.0,4.96
S-004222,2024-02-05 06:00,EQ-B04,37.2,0.91,10.6,5.41
S-004223,2024-02-05 06:00,EQ-C01,40.0,2.04,13.5,5.19
S-004224,2024-02-05 06:00,EQ-C02,43.6,1.84,14.2,4.99
S-004225,2024-02-05 06:00,EQ-C03,40.4,2.3,15.3,4.87
S-004226,2024-02-05 06:00,EQ-C04,40.0,1.04,12.0,5.22
S-004227,2024-02-05 08:00,EQ-A01,41.1,2.65,16.7,4.73
S-004228,2024-02-05 08:00,EQ-A02,41.2,2.6,15.1,4.81
S-004229,2024-02-05 08:00,EQ-A03,42.5,3.44,16.2,4.48
S-004230,2024-02-05 08:00,EQ-A04,37.6,1.44,11.5,5.18
S-004231,2024-02-05 08:00,EQ-B01,48.9,1.2,11.3,5.14
S-004232,2024-02-05 08:00,EQ-B02,37.7,1.29,13.9,5.51
S-004233,2024-02-05 08:00,EQ-B03,38.4,1.8,13.6,5.56
S-004234,2024-02-05 08:00,EQ-B04,38.8,0.91,11.5,5.5
S-004235,2024-02-05 08:00,EQ-C01,40.6,2.05,14.8,5.41
S-004236,2024-02-05 08:00,EQ-C02,39.7,2.47,15.1,5.06
S-004237,2024-02-05 08:00,EQ-C03,36.5,1.5,13.5,4.96
S-004238,2024-02-05 08:00,EQ-C04,36.7,1.68,13.6,5.27
S-004239,2024-02-05 10:00,EQ-A02,40.6,2.69,14.8,5.06
S-004240,2024-02-05 10:00,EQ-A03,42.4,2.86,14.1,4.98
S-004241,2024-02-05 10:00,EQ-A04,39.2,1.68,14.0,5.0
S-004242,2024-02-05 10:00,EQ-B01,34.8,1.27,13.2,5.23
S-004243,2024-02-05 10:00,EQ-B02,34.1,1.32,13.3,5.45
S-004244,2024-02-05 10:00,EQ-B03,37.9,1.66,14.0,5.22
S-004245,2024-02-05 10:00,EQ-B04,36.5,1.32,11.2,5.61
S-004246,2024-02-05 10:00,EQ-C01,40.1,1.67,14.2,4.93
S-004247,2024-02-05 10:00,EQ-C02,41.0,2.01,16.2,5.18
S-004248,2024-02-05 10:00,EQ-C03,40.8,1.92,14.0,4.9
S-004249,2024-02-05 10:00,EQ-C04,40.7,1.55,10.1,4.81
S-004250,2024-02-05 12:00,EQ-A01,,2.39,15.6,4.86
S-004251,2024-02-05 12:00,EQ-A02,39.2,2.12,12.5,5.25
S-004252,2024-02-05 12:00,EQ-A03,41.1,3.34,17.3,4.96
S-004253,2024-02-05 12:00,EQ-A04,42.8,1.58,12.3,5.12
S-004254,2024-02-05 12:00,EQ-B01,37.8,0.63,12.1,5.6
S-004255,2024-02-05 12:00,EQ-B02,34.6,1.46,14.1,5.45
S-004256,2024-02-05 12:00,EQ-B03,38.8,1.53,13.8,5.57
S-004257,2024-02-05 12:00,EQ-B04,35.3,1.69,12.3,5.68
S-004258,2024-02-05 12:00,EQ-C01,38.9,1.55,14.6,5.48
S-004259,2024-02-05 12:00,EQ-C02,41.8,1.6,14.4,5.17
S-004260,2024-02-05 12:00,EQ-C03,38.1,1.94,15.6,5.11
S-004261,2024-02-05 12:00,EQ-C04,38.8,1.24,12.3,5.12
S-004262,2024-02-05 14:00,EQ-A01,43.6,2.94,15.4,4.93
S-004263,2024-02-05 14:00,EQ-A02,40.7,2.61,14.5,5.0
S-004264,2024-02-05 14:00,EQ-A03,46.1,3.14,15.9,4.79
S-004265,2024-02-05 14:00,EQ-A04,39.9,1.67,12.9,5.37
S-004266,2024-02-05 14:00,EQ-B01,35.3,1.11,12.8,5.38
S-004267,2024-02-05 14:00,EQ-B02,37.0,1.06,14.5,5.2
S-004268,2024-02-05 14:00,EQ-B03,37.2,1.92,13.8,4.97
S-004269,2024-02-05 14:00,EQ-B04,34.8,1.03,10.2,5.7
S-004270,2024-02-05 14:00,EQ-C01,37.8,1.38,13.8,5.15
S-004271,2024-02-05 14:00,EQ-C03,39.3,1.33,12.9,5.16
S-004272,2024-02-05 14:00,EQ-C04,40.3,1.28,9.9,5.35
S-004273,2024-02-05 16:00,EQ-A01,40.0,2.56,16.3,5.28
S-004274,2024-02-05 16:00,EQ-A02,39.0,1.87,12.7,4.97
S-004275,2024-02-05 16:00,EQ-A03,45.9,2.99,15.8,4.78
S-004276,2024-02-05 16:00,EQ-A04,41.0,2.07,12.3,5.04
S-004277,2024-02-05 16:00,EQ-B01,35.8,1.31,12.9,5.21
S-004278,2024-02-05 16:00,EQ-B02,34.9,1.65,12.5,5.28
S-004279,2024-02-05 16:00,EQ-B03,42.6,2.05,13.0,5.65
S-004280,2024-02-05 16:00,EQ-B04,36.9,1.18,12.0,5.46
S-004281,2024-02-05 16:00,EQ-C01,40.0,1.82,13.3,5.12
S-004282,2024-02-05 16:00,EQ-C02,38.4,2.39,14.3,4.57
S-004283,2024-02-05 16:00,EQ-C03,39.2,1.3,13.2,5.23
S-004284,2024-02-05 16:00,EQ-C04,37.6,1.04,10.7,5.67
S-004285,2024-02-05 18:00,EQ-A01,43.7,2.49,13.4,5.26
S-004286,2024-02-05 18:00,EQ-A02,41.3,2.21,14.7,5.1
S-004287,2024-02-05 18:00,EQ-A04,40.4,1.64,12.1,5.49
S-004288,2024-02-05 18:00,EQ-B01,36.5,0.97,12.8,
S-004289,2024-02-05 18:00,EQ-B02,38.0,0.88,13.5,5.29
S-004290,2024-02-05 18:00,EQ-B03,37.7,1.36,14.4,5.23
S-004291,2024-02-05 18:00,EQ-B04,39.0,1.06,10.5,5.41
S-004292,2024-02-05 18:00,EQ-C01,,1.6,14.3,5.5
S-004293,2024-02-05 18:00,EQ-C02,43.5,2.02,14.9,5.23
S-004294,2024-02-05 18:00,EQ-C03,39.4,1.63,14.1,5.2
S-004295,2024-02-05 18:00,EQ-C04,37.7,1.39,12.7,5.2
S-004296,2024-02-05 20:00,EQ-A01,38.6,,14.7,5.47
S-004297,2024-02-05 20:00,EQ-A02,43.1,1.97,14.7,5.16
S-004298,2024-02-05 20:00,EQ-A03,43.3,3.01,15.3,4.21
S-004299,2024-02-05 20:00,EQ-A04,41.0,1.57,12.9,5.25
S-004300,2024-02-05 20:00,EQ-B01,38.2,0.72,13.0,5.61
S-004301,2024-02-05 20:00,EQ-B02,40.5,1.67,13.1,5.41
S-004302,2024-02-05 20:00,EQ-B03,36.2,1.66,13.8,5.48
S-004303,2024-02-05 20:00,EQ-B04,36.4,1.18,11.3,5.41
S-004304,2024-02-05 20:00,EQ-C01,38.8,2.19,15.4,5.07
S-004305,2024-02-05 20:00,EQ-C02,42.4,1.82,13.9,5.22
S-004306,2024-02-05 20:00,EQ-C03,39.7,,14.6,5.5
S-004307,2024-02-05 20:00,EQ-C04,41.4,1.54,10.7,5.13
S-004308,2024-02-05 22:00,EQ-A01,41.7,2.96,15.2,4.66
S-004309,2024-02-05 22:00,EQ-A02,41.8,2.41,13.1,4.85
S-004310,2024-02-05 22:00,EQ-A03,47.3,2.97,17.8,4.6
S-004311,2024-02-05 22:00,EQ-A04,42.7,2.13,12.0,5.21
S-004312,2024-02-05 22:00,EQ-B01,36.5,1.49,12.1,5.68
S-004313,2024-02-05 22:00,EQ-B02,40.7,1.52,12.9,5.56
S-004314,2024-02-05 22:00,EQ-B03,40.2,,12.6,5.21
S-004315,2024-02-05 22:00,EQ-B04,39.6,1.3,12.2,5.87
S-004316,2024-02-05 22:00,EQ-C01,40.5,,13.9,5.03
S-004317,2024-02-05 22:00,EQ-C02,42.3,2.05,13.5,5.08
S-004318,2024-02-05 22:00,EQ-C03,40.5,1.67,13.9,5.49
S-004319,2024-02-05 22:00,EQ-C04,39.3,1.53,12.1,5.21
S-004320,2024-02-06 00:00,EQ-A01,43.7,1.97,,4.82
S-004321,2024-02-06 00:00,EQ-A02,43.1,1.8,14.1,4.81
S-004322,2024-02-06 00:00,EQ-A03,45.5,2.65,15.1,4.86
S-004323,2024-02-06 00:00,EQ-A04,43.6,1.95,10.8,4.99
S-004324,2024-02-06 00:00,EQ-B01,35.9,0.99,13.0,5.38
S-004325,2024-02-06 00:00,EQ-B02,39.7,1.8,13.2,5.29
S-004326,2024-02-06 00:00,EQ-B03,41.5,1.37,12.4,5.24
S-004327,2024-02-06 00:00,EQ-B04,37.3,0.77,10.6,5.4
S-004328,2024-02-06 00:00,EQ-C01,41.5,1.92,14.9,5.15
S-004329,2024-02-06 00:00,EQ-C02,42.3,2.13,15.2,5.21
S-004330,2024-02-06 00:00,EQ-C03,42.0,1.93,12.6,5.14
S-004331,2024-02-06 00:00,EQ-C04,39.7,1.46,12.0,5.21
S-004332,2024-02-06 02:00,EQ-A01,43.2,2.77,15.1,4.98
S-004333,2024-02-06 02:00,EQ-A02,44.1,2.23,13.7,4.87
S-004334,2024-02-06 02:00,EQ-A03,44.6,2.86,15.3,4.86
S-004335,2024-02-06 02:00,EQ-A04,39.9,1.44,12.2,5.19
S-004336,2024-02-06 02:00,EQ-B01,37.5,1.41,13.6,5.52
S-004337,2024-02-06 02:00,EQ-B02,38.3,1.28,12.4,5.34
S-004338,2024-02-06 02:00,EQ-B03,40.6,0.89,14.4,5.14
S-004339,2024-02-06 02:00,EQ-B04,35.8,0.66,10.7,5.49
S-004340,2024-02-06 02:00,EQ-C01,41.2,1.38,14.1,4.94
S-004341,2024-02-06 02:00,EQ-C02,41.5,1.75,15.5,4.64
S-004342,2024-02-06 02:00,EQ-C04,41.8,1.64,11.9,5.75
S-004343,2024-02-06 04:00,EQ-A01,42.1,2.76,14.8,5.33
S-004344,2024-02-06 04:00,EQ-A02,42.3,1.73,14.2,5.22
S-004345,2024-02-06 04:00,EQ-A03,44.6,2.09,16.7,4.94
S-004346,2024-02-06 04:00,EQ-A04,,2.31,11.9,5.32
S-004347,2024-02-06 04:00,EQ-B01,39.2,1.35,13.9,5.49
S-004348,2024-02-06 04:00,EQ-B02,39.5,1.07,13.8,5.31
S-004349,2024-02-06 04:00,EQ-B03,39.5,1.33,13.0,4.86
S-004350,2024-02-06 04:00,EQ-B04,,1.15,10.3,5.74
S-004351,2024-02-06 04:00,EQ-C02,42.5,2.13,15.7,5.03
S-004352,2024-02-06 04:00,EQ-C03,40.0,1.65,13.9,5.31
S-004353,2024-02-06 04:00,EQ-C04,40.3,0.93,12.5,5.31
S-004354,2024-02-06 06:00,EQ-A01,44.6,2.27,16.1,4.99
S-004355,2024-02-06 06:00,EQ-A02,40.8,2.08,14.3,5.14
S-004356,2024-02-06 06:00,EQ-A03,47.1,2.91,15.0,4.67
S-004357,2024-02-06 06:00,EQ-A04,41.3,1.65,11.9,5.46
S-004358,2024-02-06 06:00,EQ-B01,37.3,1.44,12.3,5.55
S-004359,2024-02-06 06:00,EQ-B02,38.8,1.48,14.1,5.28
S-004360,2024-02-06 06:00,EQ-B03,37.9,1.68,14.7,5.07
S-004361,2024-02-06 06:00,EQ-B04,38.5,1.5,11.1,5.66
S-004362,2024-02-06 06:00,EQ-C01,40.8,2.17,14.9,4.85
S-004363,2024-02-06 06:00,EQ-C02,40.8,1.97,14.2,5.35
S-004364,2024-02-06 06:00,EQ-C03,44.2,1.73,13.4,5.17
S-004365,2024-02-06 06:00,EQ-C04,37.9,1.53,,5.07
S-004366,2024-02-06 08:00,EQ-A01,44.4,1.98,14.2,5.18
S-004367,2024-02-06 08:00,EQ-A02,43.3,1.87,15.9,5.14
S-004368,2024-02-06 08:00,EQ-A03,44.9,3.08,13.6,4.62
S-004369,2024-02-06 08:00,EQ-A04,40.7,0.73,11.9,4.76
S-004370,2024-02-06 08:00,EQ-B01,34.9,0.98,12.5,5.25
S-004371,2024-02-06 08:00,EQ-B02,34.9,1.18,14.0,5.37
S-004372,2024-02-06 08:00,EQ-B03,38.9,1.22,13.7,5.28
S-004373,2024-02-06 08:00,EQ-B04,34.4,0.87,11.2,5.64
S-004374,2024-02-06 08:00,EQ-C01,40.3,1.82,13.2,5.09
S-004375,2024-02-06 08:00,EQ-C02,39.9,2.52,16.0,5.07
S-004376,2024-02-06 08:00,EQ-C03,39.2,2.18,14.4,5.42
S-004377,2024-02-06 08:00,EQ-C04,36.0,1.47,11.8,5.31
S-004378,2024-02-06 10:00,EQ-A01,41.2,2.41,13.4,4.96
S-004379,2024-02-06 10:00,EQ-A02,42.5,1.99,14.7,5.06
S-004380,2024-02-06 10:00,EQ-A03,46.7,3.72,17.5,5.06
S-004381,2024-02-06 10:00,EQ-A04,38.5,1.82,12.9,5.29
S-004382,2024-02-06 10:00,EQ-B01,31.6,0.81,12.6,5.2
S-004383,2024-02-06 10:00,EQ-B02,38.6,1.47,12.5,5.11
S-004384,2024-02-06 10:00,EQ-B03,36.5,1.98,14.5,5.38
S-004385,2024-02-06 10:00,EQ-B04,35.0,0.76,10.1,5.71
S-004386,2024-02-06 10:00,EQ-C01,40.0,1.71,15.4,5.23
S-004387,2024-02-06 10:00,EQ-C02,43.1,1.55,14.9,5.03
S-004388,2024-02-06 10:00,EQ-C03,39.8,1.56,14.1,5.61
S-004389,2024-02-06 10:00,EQ-C04,36.0,1.68,13.5,5.22
S-004390,2024-02-06 12:00,EQ-A01,44.1,2.68,15.7,4.97
S-004391,2024-02-06 12:00,EQ-A02,41.1,2.14,15.2,5.61
S-004392,2024-02-06 12:00,EQ-A03,47.9,3.5,15.6,4.79
S-004393,2024-02-06 12:00,EQ-A04,39.7,1.61,13.0,5.18
S-004394,2024-02-06 12:00,EQ-B01,32.8,0.73,11.9,5.64
S-004395,2024-02-06 12:00,EQ-B02,35.5,1.31,14.8,5.27
S-004396,2024-02-06 12:00,EQ-B03,37.1,1.69,14.6,
S-004397,2024-02-06 12:00,EQ-B04,33.1,0.28,10.3,5.78
S-004398,2024-02-06 12:00,EQ-C01,36.7,1.71,12.8,5.27
S-004399,2024-02-06 12:00,EQ-C02,37.9,2.19,14.2,4.93
S-004400,2024-02-06 12:00,EQ-C03,39.5,1.86,12.9,5.29
S-004401,2024-02-06 12:00,EQ-C04,38.0,2.0,12.5,5.27
S-004402,2024-02-06 14:00,EQ-A01,41.1,2.46,15.6,5.05
S-004403,2024-02-06 14:00,EQ-A02,43.6,1.62,12.6,4.7
S-004404,2024-02-06 14:00,EQ-A03,42.3,3.13,16.2,4.83
S-004405,2024-02-06 14:00,EQ-B01,36.0,1.26,14.6,5.21
S-004406,2024-02-06 14:00,EQ-B02,36.2,0.83,10.6,5.46
S-004407,2024-02-06 14:00,EQ-B03,36.2,1.67,14.6,5.36
S-004408,2024-02-06 14:00,EQ-B04,36.6,1.5,11.8,5.63
S-004409,2024-02-06 14:00,EQ-C02,38.1,1.63,11.9,5.26
S-004410,2024-02-06 14:00,EQ-C03,39.5,1.97,14.9,5.29
S-004411,2024-02-06 14:00,EQ-C04,39.7,1.36,13.1,5.57
S-004412,2024-02-06 16:00,EQ-A01,42.0,2.12,15.4,5.03
S-004413,2024-02-06 16:00,EQ-A02,43.3,2.12,16.3,4.74
S-004414,2024-02-06 16:00,EQ-A03,45.5,3.57,16.5,4.7
S-004415,2024-02-06 16:00,EQ-A04,43.5,1.94,12.7,5.27
S-004416,2024-02-06 16:00,EQ-B01,36.4,1.39,11.3,5.43
S-004417,2024-02-06 16:00,EQ-B02,37.0,1.0,11.9,5.36
S-004418,2024-02-06 16:00,EQ-B03,38.6,0.98,16.0,5.53
S-004419,2024-02-06 16:00,EQ-B04,36.3,1.12,10.9,5.19
S-004420,2024-02-06 16:00,EQ-C01,39.5,1.95,14.9,5.05
S-004421,2024-02-06 16:00,EQ-C02,39.6,2.0,13.9,5.35
S-004422,2024-02-06 16:00,EQ-C03,37.6,2.26,14.9,5.02
S-004423,2024-02-06 16:00,EQ-C04,39.5,1.85,10.1,5.24
S-004424,2024-02-06 18:00,EQ-A01,42.7,2.3,14.8,5.02
S-004425,2024-02-06 18:00,EQ-A02,40.5,1.85,14.4,4.89
S-004426,2024-02-06 18:00,EQ-A03,43.8,3.23,18.1,4.7
S-004427,2024-02-06 18:00,EQ-A04,40.0,1.71,11.1,5.22
S-004428,2024-02-06 18:00,EQ-B01,39.5,1.59,13.9,5.62
S-004429,2024-02-06 18:00,EQ-B02,37.9,1.7,12.6,5.37
S-004430,2024-02-06 18:00,EQ-B03,36.1,1.44,14.7,5.35
S-004431,2024-02-06 18:00,EQ-B04,51.5,1.19,10.7,5.37
S-004432,2024-02-06 18:00,EQ-C01,37.7,2.0,14.7,4.83
S-004433,2024-02-06 18:00,EQ-C02,39.8,2.03,14.2,4.99
S-004434,2024-02-06 18:00,EQ-C03,42.9,1.73,14.6,5.03
S-004435,2024-02-06 18:00,EQ-C04,39.8,1.06,12.9,5.31
S-004436,2024-02-06 20:00,EQ-A01,41.6,2.45,15.5,5.16
S-004437,2024-02-06 20:00,EQ-A02,40.2,2.25,15.0,5.3
S-004438,2024-02-06 20:00,EQ-A03,44.7,3.0,16.3,4.93
S-004439,2024-02-06 20:00,EQ-A04,42.3,2.03,11.8,5.04
S-004440,2024-02-06 20:00,EQ-B01,36.3,0.96,13.4,5.36
S-004441,2024-02-06 20:00,EQ-B02,35.0,0.86,12.5,5.44
S-004442,2024-02-06 20:00,EQ-B03,37.7,5.28,14.4,5.23
S-004443,2024-02-06 20:00,EQ-B04,33.6,1.47,10.2,5.35
S-004444,2024-02-06 20:00,EQ-C01,38.1,2.21,12.1,4.94
S-004445,2024-02-06 20:00,EQ-C02,38.9,2.06,13.8,4.56
S-004446,2024-02-06 20:00,EQ-C03,39.1,1.62,12.5,5.38
S-004447,2024-02-06 20:00,EQ-C04,38.1,1.29,11.8,5.17
S-004448,2024-02-06 22:00,EQ-A01,45.8,3.29,15.3,5.27
S-004449,2024-02-06 22:00,EQ-A02,42.3,2.52,15.1,4.81
S-004450,2024-02-06 22:00,EQ-A03,45.8,3.24,16.0,4.69
S-004451,2024-02-06 22:00,EQ-A04,42.7,1.97,13.2,5.16
S-004452,2024-02-06 22:00,EQ-B01,37.8,1.29,12.5,5.61
S-004453,2024-02-06 22:00,EQ-B02,39.9,1.65,12.2,5.27
S-004454,2024-02-06 22:00,EQ-B03,40.3,1.11,14.6,5.11
S-004455,2024-02-06 22:00,EQ-B04,38.5,1.43,10.3,5.48
S-004456,2024-02-06 22:00,EQ-C01,40.0,2.12,14.6,5.45
S-004457,2024-02-06 22:00,EQ-C02,39.3,1.99,15.6,4.73
S-004458,2024-02-06 22:00,EQ-C03,38.9,1.72,13.5,5.2
S-004459,2024-02-06 22:00,EQ-C04,39.8,1.15,9.4,5.26
S-004460,2024-02-07 00:00,EQ-A01,44.5,2.24,15.1,5.13
S-004461,2024-02-07 00:00,EQ-A02,44.7,2.3,16.0,4.99
S-004462,2024-02-07 00:00,EQ-A03,45.0,3.12,15.7,4.88
