param_id,record_date,shift,line,product_code,temperature_c,pressure_bar,spindle_speed_rpm,feed_rate_mmmin,coolant_flow_lmin,vibration_mms,has_defect
PP-01317,2024-05-18,주간,B라인,PRD-002,43.6,4.95,3000.0,248.3,12.4,0.264,1
PP-01318,2024-05-18,주간,B라인,PRD-005,42.3,5.44,2933.0,214.9,15.3,0.295,0
PP-01319,2024-05-18,주간,C라인,PRD-001,40.2,5.65,3197.0,203.3,15.4,0.775,0
PP-01320,2024-05-18,주간,C라인,PRD-003,42.1,4.75,2913.0,199.3,13.2,0.407,0
PP-01321,2024-05-20,주간,A라인,PRD-001,47.5,4.99,2781.0,205.9,15.1,0.45,0
PP-01322,2024-05-20,주간,A라인,PRD-001,41.5,4.86,3155.0,196.0,16.8,0.365,0
PP-01323,2024-05-20,야간,A라인,PRD-001,47.3,4.21,3085.0,194.4,14.0,0.308,0
PP-01324,2024-05-20,야간,A라인,PRD-003,46.5,5.07,2846.0,202.8,13.4,0.303,0
PP-01325,2024-05-20,주간,B라인,PRD-002,41.2,5.01,2950.0,208.4,12.3,0.187,0
PP-01326,2024-05-20,주간,B라인,PRD-005,40.4,6.32,2630.0,199.8,13.3,0.101,0
PP-01327,2024-05-20,야간,B라인,PRD-002,40.0,4.63,3007.0,173.3,13.7,0.309,1
PP-01328,2024-05-20,야간,B라인,PRD-006,44.2,5.59,3122.0,193.1,13.2,0.214,0
PP-01329,2024-05-20,주간,C라인,PRD-003,42.3,4.43,2830.0,216.7,14.1,0.231,0
PP-01330,2024-05-20,주간,C라인,PRD-005,44.3,5.39,2690.0,193.3,13.9,0.18,0
PP-01331,2024-05-20,야간,C라인,PRD-003,42.1,5.7,3107.0,187.6,14.5,0.117,0
PP-01332,2024-05-20,야간,C라인,PRD-001,37.1,5.61,2882.0,157.4,12.2,0.111,0
PP-01333,2024-05-21,주간,A라인,PRD-004,45.6,4.76,3070.0,181.4,14.9,0.788,0
PP-01334,2024-05-21,주간,A라인,PRD-001,49.5,4.61,3076.0,198.5,17.7,0.523,0
PP-01335,2024-05-21,야간,A라인,PRD-004,40.7,5.2,3109.0,187.9,16.9,0.473,0
PP-01336,2024-05-21,야간,A라인,PRD-003,37.5,6.0,3013.0,154.0,16.8,0.524,0
PP-01337,2024-05-21,주간,B라인,PRD-002,44.4,5.05,3107.0,188.2,18.5,0.182,0
PP-01338,2024-05-21,주간,B라인,PRD-005,41.6,4.29,2786.0,203.0,14.0,0.184,0
PP-01339,2024-05-21,야간,B라인,PRD-002,41.6,4.87,2612.0,203.3,12.1,1.167,0
PP-01340,2024-05-21,야간,B라인,PRD-006,53.2,5.71,2845.0,182.0,17.0,0.144,0
PP-01341,2024-05-21,주간,C라인,PRD-005,41.6,5.09,2901.0,212.6,15.1,0.258,0
PP-01342,2024-05-21,주간,C라인,PRD-001,40.6,4.85,2758.0,220.5,14.3,0.112,0
PP-01343,2024-05-21,야간,C라인,PRD-003,41.6,4.35,2865.0,163.0,14.3,0.521,1
PP-01344,2024-05-21,야간,C라인,PRD-003,40.9,5.13,3059.0,194.4,16.7,0.125,0
PP-01345,2024-05-22,주간,A라인,PRD-004,41.1,4.64,2949.0,174.3,15.9,0.259,0
PP-01346,2024-05-22,주간,A라인,PRD-003,40.3,5.12,2856.0,221.5,15.4,0.733,0
PP-01347,2024-05-22,야간,A라인,PRD-004,35.2,5.51,3075.0,181.2,13.2,0.339,0
PP-01348,2024-05-22,야간,A라인,PRD-003,41.7,4.91,2712.0,187.0,14.4,0.409,0
PP-01349,2024-05-22,주간,B라인,PRD-005,38.7,4.79,2900.0,231.2,13.9,0.121,0
PP-01350,2024-05-22,주간,B라인,PRD-002,41.6,5.01,3108.0,168.6,15.8,0.182,0
PP-01351,2024-05-22,야간,B라인,PRD-002,41.7,4.72,3087.0,229.2,16.0,0.626,0
PP-01352,2024-05-22,야간,B라인,PRD-002,43.2,4.61,2821.0,231.2,15.1,0.404,0
PP-01353,2024-05-22,주간,C라인,PRD-003,,5.78,3206.0,198.6,17.3,0.465,0
PP-01354,2024-05-22,주간,C라인,PRD-001,42.0,6.07,2903.0,183.0,15.7,0.654,1
PP-01355,2024-05-22,야간,C라인,PRD-005,43.3,4.94,2821.0,194.9,11.1,0.171,0
PP-01356,2024-05-22,야간,C라인,PRD-005,37.5,4.76,3078.0,214.3,12.4,0.914,0
PP-01357,2024-05-23,주간,A라인,PRD-001,42.0,5.03,2987.0,207.1,11.2,0.554,0
PP-01358,2024-05-23,주간,A라인,PRD-001,42.2,5.08,2879.0,182.9,13.3,0.449,0
PP-01359,2024-05-23,야간,A라인,PRD-003,44.9,5.28,3262.0,207.8,17.0,0.294,0
PP-01360,2024-05-23,야간,A라인,PRD-004,48.0,4.56,2816.0,203.4,13.2,0.457,0
PP-01361,2024-05-23,주간,B라인,PRD-002,40.1,4.97,3151.0,186.0,18.9,0.437,0
PP-01362,2024-05-23,주간,B라인,PRD-005,40.9,5.05,3052.0,178.3,13.7,0.274,0
PP-01363,2024-05-23,야간,B라인,PRD-006,40.4,6.01,2916.0,233.8,16.9,0.278,0
PP-01364,2024-05-23,야간,B라인,PRD-005,37.8,4.94,2818.0,194.8,19.9,0.162,0
PP-01365,2024-05-23,주간,C라인,PRD-005,41.7,4.62,2825.0,173.8,15.6,1.423,0
PP-01366,2024-05-23,주간,C라인,PRD-003,39.7,5.15,3094.0,191.6,14.0,0.14,0
PP-01367,2024-05-23,야간,C라인,PRD-005,38.0,6.07,2988.0,137.1,14.3,1.039,0
PP-01368,2024-05-23,야간,C라인,PRD-001,40.3,4.65,3138.0,220.7,12.0,1.02,0
PP-01369,2024-05-24,주간,A라인,PRD-001,44.2,4.8,3388.0,175.6,12.8,0.434,0
PP-01370,2024-05-24,주간,A라인,PRD-004,37.6,5.07,3189.0,224.3,14.9,0.832,0
PP-01371,2024-05-24,야간,A라인,PRD-001,42.1,4.73,3041.0,201.0,14.9,0.488,0
PP-01372,2024-05-24,야간,A라인,PRD-001,44.9,4.92,3046.0,207.1,14.8,0.456,0
PP-01373,2024-05-24,주간,B라인,PRD-006,41.9,4.74,2752.0,190.7,13.0,0.154,0
PP-01374,2024-05-24,주간,B라인,PRD-005,39.3,4.8,3213.0,215.0,12.9,0.382,0
PP-01375,2024-05-24,야간,B라인,PRD-005,42.9,4.23,3028.0,188.5,16.1,0.62,0
PP-01376,2024-05-24,야간,B라인,PRD-002,41.6,5.14,2905.0,210.7,13.6,0.411,0
PP-01377,2024-05-24,주간,C라인,PRD-001,43.3,5.12,2853.0,186.3,16.7,0.704,0
PP-01378,2024-05-24,주간,C라인,PRD-001,42.7,4.75,2973.0,203.8,14.3,0.172,0
PP-01379,2024-05-24,야간,C라인,PRD-003,41.6,5.58,3233.0,196.6,14.3,0.562,0
PP-01380,2024-05-24,야간,C라인,PRD-001,36.3,5.12,3317.0,198.7,15.4,0.194,0
PP-01381,2024-05-25,주간,A라인,PRD-001,39.2,4.87,3169.0,208.5,17.0,0.528,0
PP-01382,2024-05-25,주간,A라인,PRD-001,38.6,5.52,2922.0,214.1,13.6,0.321,0
PP-01383,2024-05-25,주간,B라인,PRD-005,44.8,5.62,3088.0,200.3,18.7,0.367,0
PP-01384,2024-05-25,주간,B라인,PRD-005,39.5,5.69,2971.0,158.9,16.2,0.599,0
PP-01385,2024-05-25,주간,C라인,PRD-005,43.6,4.32,2908.0,202.1,15.2,0.41,0
PP-01386,2024-05-25,주간,C라인,PRD-003,42.8,5.99,3360.0,170.9,14.1,0.218,0
PP-01387,2024-05-27,주간,A라인,PRD-004,37.6,5.68,3284.0,174.7,17.3,0.549,0
PP-01388,2024-05-27,주간,A라인,PRD-004,37.7,5.51,3071.0,162.4,16.2,0.56,0
PP-01389,2024-05-27,야간,A라인,PRD-004,41.6,4.28,3026.0,174.5,15.9,0.563,0
PP-01390,2024-05-27,야간,A라인,PRD-003,45.7,4.92,2966.0,178.7,14.1,0.693,0
PP-01391,2024-05-27,주간,B라인,PRD-006,40.0,5.22,2886.0,123.5,15.5,0.573,0
PP-01392,2024-05-27,주간,B라인,PRD-002,37.6,5.17,2734.0,186.9,19.1,0.295,1
PP-01393,2024-05-27,야간,B라인,PRD-005,40.6,4.81,3190.0,172.6,15.8,0.117,0
PP-01394,2024-05-27,야간,B라인,PRD-005,42.0,6.0,2800.0,215.9,17.5,0.134,0
PP-01395,2024-05-27,주간,C라인,PRD-005,40.4,4.88,3019.0,193.7,,0.171,0
PP-01396,2024-05-27,주간,C라인,PRD-003,41.6,4.16,3193.0,202.4,16.5,0.423,0
PP-01397,2024-05-27,야간,C라인,PRD-001,40.6,5.35,3268.0,162.1,15.4,0.365,0
PP-01398,2024-05-27,야간,C라인,PRD-001,41.2,4.63,3166.0,190.2,10.0,0.554,0
PP-01399,2024-05-28,주간,A라인,PRD-003,41.6,5.3,2949.0,201.0,14.1,0.56,0
PP-01400,2024-05-28,주간,A라인,PRD-003,45.3,4.07,3202.0,200.3,17.2,0.51,0
PP-01401,2024-05-28,야간,A라인,PRD-003,49.8,5.01,3322.0,176.5,10.1,0.293,0
PP-01402,2024-05-28,야간,A라인,PRD-004,46.1,4.28,3151.0,177.7,14.8,0.455,0
PP-01403,2024-05-28,주간,B라인,PRD-002,44.4,5.11,2493.0,151.0,15.3,0.229,0
PP-01404,2024-05-28,주간,B라인,PRD-002,41.6,3.96,2896.0,271.9,16.3,0.618,0
PP-01405,2024-05-28,야간,B라인,PRD-005,41.2,5.57,3329.0,189.6,14.8,0.874,0
PP-01406,2024-05-28,야간,B라인,PRD-002,42.6,4.07,2992.0,161.7,12.5,0.244,0
PP-01407,2024-05-28,주간,C라인,PRD-003,38.8,4.84,3002.0,174.6,13.4,0.684,0
PP-01408,2024-05-28,주간,C라인,PRD-001,41.4,4.78,3030.0,182.8,14.4,0.155,0
PP-01409,2024-05-28,야간,C라인,PRD-003,37.1,4.86,3583.0,186.2,12.2,0.391,0
PP-01410,2024-05-28,야간,C라인,PRD-001,37.2,4.58,2894.0,179.0,13.7,0.22,0
PP-01411,2024-05-29,주간,A라인,PRD-001,40.1,4.94,2943.0,191.1,16.7,0.386,0
PP-01412,2024-05-29,주간,A라인,PRD-004,43.4,4.62,2884.0,196.4,16.0,0.913,0
PP-01413,2024-05-29,야간,A라인,PRD-001,38.9,5.25,2758.0,202.5,13.5,0.498,0
PP-01414,2024-05-29,야간,A라인,PRD-004,41.4,5.53,2949.0,180.6,15.3,0.531,0
PP-01415,2024-05-29,주간,B라인,PRD-002,42.4,5.42,3115.0,221.1,14.4,0.175,1
PP-01416,2024-05-29,주간,B라인,PRD-006,41.5,5.3,3125.0,173.6,15.0,0.216,0
PP-01417,2024-05-29,야간,B라인,PRD-006,41.7,4.44,2987.0,209.6,13.6,0.431,0
PP-01418,2024-05-29,야간,B라인,PRD-006,39.6,4.31,3512.0,193.4,12.1,0.199,0
PP-01419,2024-05-29,주간,C라인,PRD-001,40.6,5.49,2850.0,184.3,16.3,0.248,0
PP-01420,2024-05-29,주간,C라인,PRD-003,38.7,4.78,3181.0,216.9,15.0,0.778,0
PP-01421,2024-05-29,야간,C라인,PRD-005,38.1,4.8,3166.0,201.6,13.4,0.435,0
PP-01422,2024-05-29,야간,C라인,PRD-003,37.6,5.05,3272.0,228.4,15.1,0.105,0
PP-01423,2024-05-30,주간,A라인,PRD-003,31.5,5.63,2833.0,199.1,13.6,1.189,0
PP-01424,2024-05-30,주간,A라인,PRD-004,37.3,5.61,3008.0,223.9,14.2,0.574,0
PP-01425,2024-05-30,야간,A라인,PRD-003,40.9,5.76,3065.0,230.8,17.0,0.305,0
PP-01426,2024-05-30,야간,A라인,PRD-001,42.9,4.28,2722.0,188.4,13.7,0.309,0
PP-01427,2024-05-30,주간,B라인,PRD-006,41.3,4.9,3365.0,160.6,12.4,0.703,0
PP-01428,2024-05-30,주간,B라인,PRD-006,37.4,5.76,2739.0,195.4,12.8,0.943,0
PP-01429,2024-05-30,야간,B라인,PRD-002,43.1,3.93,2806.0,215.2,,0.141,0
PP-01430,2024-05-30,야간,B라인,PRD-006,37.6,4.54,2937.0,179.2,16.1,0.217,0
PP-01431,2024-05-30,주간,C라인,PRD-001,38.6,6.25,3020.0,135.5,14.1,,0
PP-01432,2024-05-30,주간,C라인,PRD-005,42.9,4.09,3314.0,179.6,15.3,0.261,0
PP-01433,2024-05-30,야간,C라인,PRD-005,40.0,5.15,3031.0,189.6,12.2,0.245,0
PP-01434,2024-05-30,야간,C라인,PRD-005,39.0,5.08,3035.0,195.3,11.5,0.38,0
PP-01435,2024-05-31,주간,A라인,PRD-003,41.5,5.12,2815.0,218.0,15.3,0.308,0
PP-01436,2024-05-31,주간,A라인,PRD-004,37.6,4.36,2962.0,203.6,15.6,0.581,0
PP-01437,2024-05-31,야간,A라인,PRD-001,39.5,5.4,3067.0,200.3,16.1,0.51,0
PP-01438,2024-05-31,야간,A라인,PRD-001,45.2,5.39,3014.0,221.1,12.5,0.47,0
PP-01439,2024-05-31,주간,B라인,PRD-005,42.3,5.2,2873.0,210.8,18.5,0.152,0
PP-01440,2024-05-31,주간,B라인,PRD-005,42.1,5.19,2971.0,201.9,14.6,0.93,0
PP-01441,2024-05-31,야간,B라인,PRD-002,42.9,4.04,2713.0,216.9,15.3,0.654,0
PP-01442,2024-05-31,야간,B라인,PRD-005,41.5,5.18,2821.0,210.5,15.0,0.249,0
PP-01443,2024-05-31,주간,C라인,PRD-005,40.3,4.23,2855.0,203.7,11.0,0.143,0
PP-01444,2024-05-31,주간,C라인,PRD-005,41.0,4.33,3291.0,196.1,14.7,0.434,0
PP-01445,2024-05-31,야간,C라인,PRD-003,42.9,5.11,3000.0,177.6,16.4,0.258,0
PP-01446,2024-05-31,야간,C라인,PRD-001,38.1,5.37,2866.0,188.8,15.5,1.222,0
PP-01447,2024-06-01,주간,A라인,PRD-001,39.3,5.87,3192.0,189.0,16.1,0.654,0
PP-01448,2024-06-01,주간,A라인,PRD-003,43.8,4.27,3185.0,184.9,14.4,0.735,0
PP-01449,2024-06-01,주간,B라인,PRD-005,39.6,4.79,3025.0,187.2,15.0,0.38,0
PP-01450,2024-06-01,주간,B라인,PRD-006,40.9,5.72,3122.0,219.8,15.3,0.131,0
PP-01451,2024-06-01,주간,C라인,PRD-003,39.8,6.57,2912.0,216.2,15.9,0.19,0
PP-01452,2024-06-01,주간,C라인,PRD-005,38.0,5.52,2939.0,212.1,12.3,0.169,1
PP-01453,2024-06-03,주간,A라인,PRD-001,39.9,4.37,2574.0,215.4,17.1,0.518,0
PP-01454,2024-06-03,주간,A라인,PRD-003,41.8,4.95,3168.0,192.1,15.0,0.482,0
PP-01455,2024-06-03,야간,A라인,PRD-001,46.7,4.15,2642.0,216.9,14.5,0.961,0
PP-01456,2024-06-03,야간,A라인,PRD-001,40.7,3.99,2720.0,213.8,13.7,0.79,0
PP-01457,2024-06-03,주간,B라인,PRD-005,38.0,4.46,2973.0,165.4,15.1,0.115,0
PP-01458,2024-06-03,주간,B라인,PRD-005,37.1,4.67,2860.0,223.0,17.0,1.128,0
PP-01459,2024-06-03,야간,B라인,PRD-002,39.3,5.96,2634.0,174.7,13.8,0.166,0
PP-01460,2024-06-03,야간,B라인,PRD-002,38.6,4.85,2904.0,168.7,11.4,0.621,0
PP-01461,2024-06-03,주간,C라인,PRD-003,37.9,5.26,2812.0,179.5,15.3,0.493,0
PP-01462,2024-06-03,주간,C라인,PRD-005,39.1,5.1,3175.0,165.1,13.3,0.124,0
PP-01463,2024-06-03,야간,C라인,PRD-005,38.7,4.71,2745.0,211.8,14.0,0.399,0
PP-01464,2024-06-03,야간,C라인,PRD-001,39.1,3.79,3098.0,195.4,15.5,0.343,0
PP-01465,2024-06-04,주간,A라인,PRD-001,36.5,4.96,2686.0,218.8,16.9,0.284,0
PP-01466,2024-06-04,주간,A라인,PRD-001,36.0,5.0,3013.0,191.7,13.6,0.609,0
PP-01467,2024-06-04,야간,A라인,PRD-004,45.8,5.24,2802.0,215.8,13.3,0.283,0
PP-01468,2024-06-04,야간,A라인,PRD-001,38.7,5.65,3161.0,182.8,16.1,0.5,0
PP-01469,2024-06-04,주간,B라인,PRD-005,39.7,4.96,3211.0,212.2,15.3,0.271,0
PP-01470,2024-06-04,주간,B라인,PRD-006,43.8,4.97,3250.0,247.2,14.9,0.211,0
PP-01471,2024-06-04,야간,B라인,PRD-006,43.1,5.27,2823.0,266.0,14.3,0.615,0
PP-01472,2024-06-04,야간,B라인,PRD-006,42.7,4.1,3054.0,199.4,15.2,0.241,0
PP-01473,2024-06-04,주간,C라인,PRD-005,34.8,5.94,3157.0,176.1,17.7,0.277,0
PP-01474,2024-06-04,주간,C라인,PRD-003,43.9,4.86,2849.0,184.6,15.8,0.198,0
PP-01475,2024-06-04,야간,C라인,PRD-001,38.2,4.72,2594.0,215.1,,1.449,1
PP-01476,2024-06-04,야간,C라인,PRD-001,42.1,4.48,3206.0,191.2,16.1,0.339,0
PP-01477,2024-06-05,주간,A라인,PRD-001,41.5,5.63,2578.0,203.9,15.0,0.418,0
PP-01478,2024-06-05,주간,A라인,PRD-003,39.8,4.24,3025.0,227.7,13.7,0.344,0
PP-01479,2024-06-05,야간,A라인,PRD-001,47.7,4.45,3229.0,192.8,15.2,0.735,0
PP-01480,2024-06-05,야간,A라인,PRD-003,47.5,5.4,3267.0,175.9,16.2,0.327,0
PP-01481,2024-06-05,주간,B라인,PRD-005,44.6,3.82,2954.0,221.1,12.5,0.109,0
PP-01482,2024-06-05,주간,B라인,PRD-002,39.7,5.12,3296.0,172.1,10.8,0.669,0
PP-01483,2024-06-05,야간,B라인,PRD-006,42.5,4.45,2792.0,239.5,17.3,0.324,0
PP-01484,2024-06-05,야간,B라인,PRD-002,37.6,5.24,2943.0,213.8,15.8,0.721,0
PP-01485,2024-06-05,주간,C라인,PRD-001,37.8,4.61,3140.0,209.7,15.2,0.505,0
PP-01486,2024-06-05,주간,C라인,PRD-005,45.0,3.83,2670.0,198.5,10.6,0.112,0
PP-01487,2024-06-05,야간,C라인,PRD-003,39.2,4.78,3037.0,201.2,17.3,0.2,0
PP-01488,2024-06-05,야간,C라인,PRD-001,43.6,4.76,2954.0,243.7,15.7,0.821,0
PP-01489,2024-06-06,주간,A라인,PRD-001,48.3,4.89,2590.0,173.4,15.1,0.777,0
PP-01490,2024-06-06,주간,A라인,PRD-003,40.2,5.03,2748.0,219.4,12.4,0.267,0
PP-01491,2024-06-06,야간,A라인,PRD-004,39.9,5.0,3066.0,163.8,15.0,1.039,0
PP-01492,2024-06-06,야간,A라인,PRD-001,38.4,3.96,2954.0,192.4,15.4,0.314,0
PP-01493,2024-06-06,주간,B라인,PRD-006,41.8,5.47,2985.0,177.4,17.9,0.616,0
PP-01494,2024-06-06,주간,B라인,PRD-005,39.9,4.38,3124.0,179.1,11.4,0.124,0
PP-01495,2024-06-06,야간,B라인,PRD-002,36.9,4.48,2665.0,142.2,14.3,0.382,0
PP-01496,2024-06-06,야간,B라인,PRD-002,41.0,4.73,2990.0,206.9,13.2,0.869,0
PP-01497,2024-06-06,주간,C라인,PRD-001,38.8,4.97,2805.0,177.3,17.6,0.263,0
PP-01498,2024-06-06,주간,C라인,PRD-005,36.6,5.06,3026.0,210.2,15.9,0.198,0
PP-01499,2024-06-06,야간,C라인,PRD-001,40.1,5.68,3112.0,200.7,14.4,0.737,1
PP-01500,2024-06-06,야간,C라인,PRD-001,43.7,3.9,2667.0,214.0,15.8,0.763,0
PP-01501,2024-06-07,주간,A라인,PRD-001,41.1,6.16,2968.0,199.3,15.0,0.661,0
PP-01502,2024-06-07,주간,A라인,PRD-003,42.8,5.49,3104.0,184.2,18.0,0.3,0
PP-01503,2024-06-07,야간,A라인,PRD-003,44.5,5.75,2878.0,206.3,11.3,0.711,0
PP-01504,2024-06-07,야간,A라인,PRD-001,42.9,4.58,2657.0,197.4,14.1,0.356,0
PP-01505,2024-06-07,주간,B라인,PRD-006,38.6,6.33,3139.0,205.4,15.0,0.157,0
PP-01506,2024-06-07,주간,B라인,PRD-005,40.7,4.56,2863.0,214.1,,1.338,0
PP-01507,2024-06-07,야간,B라인,PRD-005,40.1,5.08,3399.0,202.5,13.5,0.221,0
PP-01508,2024-06-07,야간,B라인,PRD-006,42.2,5.19,3222.0,218.6,,0.34,0
PP-01509,2024-06-07,주간,C라인,PRD-003,42.5,4.98,3046.0,196.6,16.8,0.236,0
PP-01510,2024-06-07,주간,C라인,PRD-005,39.0,4.83,2933.0,193.3,15.4,0.512,0
PP-01511,2024-06-07,야간,C라인,PRD-005,36.1,5.77,3272.0,204.5,15.8,0.168,1
PP-01512,2024-06-07,야간,C라인,PRD-003,45.4,4.59,2619.0,218.8,12.1,0.568,0
PP-01513,2024-06-08,주간,A라인,PRD-003,40.6,4.68,2887.0,205.8,17.0,0.271,0
PP-01514,2024-06-08,주간,A라인,PRD-004,45.5,5.92,2953.0,212.3,15.7,0.348,0
PP-01515,2024-06-08,주간,B라인,PRD-006,39.3,5.77,3200.0,158.3,16.7,0.304,0
PP-01516,2024-06-08,주간,B라인,PRD-006,40.0,4.86,3018.0,190.4,16.1,0.116,0
PP-01517,2024-06-08,주간,C라인,PRD-001,37.8,4.58,3549.0,196.1,15.1,0.28,0
PP-01518,2024-06-08,주간,C라인,PRD-005,41.2,4.81,2924.0,210.8,15.3,0.239,0
PP-01519,2024-06-10,주간,A라인,PRD-001,41.6,5.22,3016.0,241.4,14.9,0.333,0
PP-01520,2024-06-10,주간,A라인,PRD-004,40.2,5.93,3098.0,234.6,15.3,0.55,0
PP-01521,2024-06-10,야간,A라인,PRD-004,36.9,5.34,2905.0,187.8,16.2,0.325,1
PP-01522,2024-06-10,야간,A라인,PRD-001,36.6,5.19,3174.0,219.9,8.6,0.499,0
PP-01523,2024-06-10,주간,B라인,PRD-002,37.2,5.1,3173.0,165.3,16.9,0.109,0
PP-01524,2024-06-10,주간,B라인,PRD-002,41.5,5.57,2969.0,207.3,14.5,0.468,1
PP-01525,2024-06-10,야간,B라인,PRD-002,38.6,5.17,3288.0,186.2,14.7,0.801,0
PP-01526,2024-06-10,야간,B라인,PRD-002,39.7,4.53,3258.0,228.4,12.7,0.167,1
PP-01527,2024-06-10,주간,C라인,PRD-005,39.9,5.13,3104.0,187.5,15.0,0.199,0
PP-01528,2024-06-10,주간,C라인,PRD-005,37.0,4.99,2872.0,187.0,15.5,0.342,0
PP-01529,2024-06-10,야간,C라인,PRD-001,43.2,5.37,3003.0,182.4,13.3,0.605,0
PP-01530,2024-06-10,야간,C라인,PRD-005,41.6,5.05,3023.0,193.3,14.7,1.739,0
PP-01531,2024-06-11,주간,A라인,PRD-003,47.1,5.71,3138.0,197.2,15.2,0.471,0
PP-01532,2024-06-11,주간,A라인,PRD-001,45.3,4.89,2694.0,179.4,10.6,0.314,0
PP-01533,2024-06-11,야간,A라인,PRD-003,42.1,5.65,2736.0,213.3,12.7,0.534,0
PP-01534,2024-06-11,야간,A라인,PRD-001,37.3,5.05,2889.0,204.9,15.6,0.428,0
PP-01535,2024-06-11,주간,B라인,PRD-002,41.0,4.6,2726.0,165.6,15.9,0.761,0
PP-01536,2024-06-11,주간,B라인,PRD-005,39.3,5.3,3245.0,215.8,17.4,0.176,0
PP-01537,2024-06-11,야간,B라인,PRD-002,43.1,5.45,2934.0,169.5,16.5,0.433,0
PP-01538,2024-06-11,야간,B라인,PRD-002,33.9,5.12,3311.0,184.0,15.2,0.35,0
PP-01539,2024-06-11,주간,C라인,PRD-001,38.2,5.1,2707.0,187.8,15.1,,0
PP-01540,2024-06-11,주간,C라인,PRD-003,45.0,5.28,2900.0,220.2,17.1,0.32,0
PP-01541,2024-06-11,야간,C라인,PRD-003,38.1,4.21,2908.0,172.5,13.1,1.562,0
PP-01542,2024-06-11,야간,C라인,PRD-001,40.5,4.97,2774.0,173.3,13.8,0.369,0
PP-01543,2024-06-12,주간,A라인,PRD-004,35.7,5.85,2705.0,201.2,15.7,,0
PP-01544,2024-06-12,주간,A라인,PRD-001,37.0,5.1,2983.0,188.7,13.9,0.76,0
PP-01545,2024-06-12,야간,A라인,PRD-001,46.8,4.87,3199.0,174.7,12.1,0.495,0
PP-01546,2024-06-12,야간,A라인,PRD-001,42.4,5.73,3188.0,212.9,14.1,0.325,0
PP-01547,2024-06-12,주간,B라인,PRD-002,39.8,5.19,3185.0,194.1,14.9,0.361,0
PP-01548,2024-06-12,주간,B라인,PRD-005,40.0,4.53,3205.0,196.5,15.7,0.441,0
PP-01549,2024-06-12,야간,B라인,PRD-002,44.1,4.37,3396.0,230.7,15.0,,0
PP-01550,2024-06-12,야간,B라인,PRD-005,40.4,5.59,3385.0,199.6,14.5,0.231,0
PP-01551,2024-06-12,주간,C라인,PRD-003,41.0,5.68,3193.0,197.8,,0.21,0
PP-01552,2024-06-12,주간,C라인,PRD-001,42.2,4.5,3022.0,223.5,14.3,,0
PP-01553,2024-06-12,야간,C라인,PRD-005,42.8,4.89,3296.0,206.3,13.2,0.18,0
PP-01554,2024-06-12,야간,C라인,PRD-005,34.3,5.52,2628.0,203.4,13.3,0.292,0
PP-01555,2024-06-13,주간,A라인,PRD-004,36.9,4.92,3117.0,216.3,13.6,0.359,0
PP-01556,2024-06-13,주간,A라인,PRD-004,47.8,5.13,3274.0,205.7,15.8,0.462,0
PP-01557,2024-06-13,야간,A라인,PRD-001,43.8,5.44,3198.0,190.2,12.2,1.091,1
PP-01558,2024-06-13,야간,A라인,PRD-004,43.9,4.44,2861.0,224.3,13.3,0.629,0
PP-01559,2024-06-13,주간,B라인,PRD-006,,4.85,2870.0,212.9,15.4,0.276,0
PP-01560,2024-06-13,주간,B라인,PRD-006,44.2,4.69,2943.0,201.2,15.0,0.483,0
PP-01561,2024-06-13,야간,B라인,PRD-005,39.8,5.25,3134.0,236.2,11.4,0.152,0
PP-01562,2024-06-13,야간,B라인,PRD-006,41.3,4.91,2637.0,203.2,13.9,0.433,0
PP-01563,2024-06-13,주간,C라인,PRD-001,44.6,5.26,2718.0,163.9,13.3,0.18,0
PP-01564,2024-06-13,주간,C라인,PRD-003,38.9,4.44,2595.0,190.2,10.1,0.652,0
PP-01565,2024-06-13,야간,C라인,PRD-003,43.6,4.44,2792.0,185.0,12.0,0.477,0
PP-01566,2024-06-13,야간,C라인,PRD-003,44.4,5.09,3176.0,170.4,14.0,0.133,0
PP-01567,2024-06-14,주간,A라인,PRD-003,47.1,5.09,3340.0,227.0,,0.816,0
PP-01568,2024-06-14,주간,A라인,PRD-004,43.4,4.78,3127.0,200.2,15.0,1.614,0
PP-01569,2024-06-14,야간,A라인,PRD-004,44.9,5.64,3115.0,191.8,14.2,0.392,0
PP-01570,2024-06-14,야간,A라인,PRD-004,43.5,5.55,2978.0,235.3,15.5,0.419,0
PP-01571,2024-06-14,주간,B라인,PRD-005,41.4,5.08,2907.0,194.4,17.1,0.262,0
PP-01572,2024-06-14,주간,B라인,PRD-002,,4.23,2899.0,216.9,10.7,0.158,0
PP-01573,2024-06-14,야간,B라인,PRD-006,37.2,4.03,2976.0,199.2,12.5,0.119,0
PP-01574,2024-06-14,야간,B라인,PRD-006,39.5,5.8,3216.0,231.5,14.6,0.129,0
PP-01575,2024-06-14,주간,C라인,PRD-005,39.4,4.47,2874.0,213.5,17.1,0.785,0
PP-01576,2024-06-14,주간,C라인,PRD-005,38.8,5.09,3388.0,183.1,14.2,0.33,0
PP-01577,2024-06-14,야간,C라인,PRD-001,40.2,5.21,2951.0,188.0,11.9,0.296,0
PP-01578,2024-06-14,야간,C라인,PRD-001,43.1,4.84,3052.0,183.6,17.5,0.521,0
PP-01579,2024-06-15,주간,A라인,PRD-003,51.3,4.53,3029.0,202.3,14.3,0.747,0
